,location,total_sqft,bath,balcony,price,bhk
412,Anandapura,1000.0,2.0,1.0,55.0,2.0
413,Anandapura,1141.0,2.0,1.0,42.79,2.0
414,Anandapura,1576.0,3.0,2.0,59.1,3.0
415,Anandapura,1200.0,2.0,1.0,67.0,2.0
416,Anandapura,1200.0,2.0,1.0,58.0,2.0
417,Anandapura,1151.0,2.0,1.0,43.1,2.0
418,Anandapura,1141.0,2.0,1.0,42.75,2.0
419,Anandapura,900.0,2.0,0.0,48.0,2.0
420,Anandapura,1749.0,4.0,0.0,90.0,4.0
421,Anandapura,1151.0,2.0,1.0,42.9,2.0
422,Anandapura,1576.0,3.0,2.0,58.0,3.0
423,Anandapura,1250.0,2.0,2.0,45.0,2.0
424,Anandapura,1151.0,2.0,1.0,43.16,2.0
425,Anandapura,1200.0,2.0,0.0,58.0,2.0
426,Anandapura,1200.0,2.0,0.0,66.0,3.0
427,Anandapura,1415.0,2.0,1.0,74.0,3.0
428,Anandapura,1200.0,2.0,1.0,50.0,2.0
429,Anandapura,1141.0,2.0,1.0,50.0,2.0
430,Anandapura,1576.0,3.0,2.0,58.7,3.0
431,Ananth Nagar,500.0,1.0,1.0,14.0,1.0
432,Ananth Nagar,1100.0,2.0,2.0,31.5,2.0
433,Ananth Nagar,982.0,2.0,2.0,24.55,2.0
434,Ananth Nagar,500.0,2.0,2.0,14.0,1.0
435,Ananth Nagar,900.0,2.0,2.0,22.5,2.0
436,Ananth Nagar,908.0,2.0,1.0,26.0,2.0
437,Ananth Nagar,870.0,2.0,2.0,36.0,2.0
438,Ananth Nagar,937.0,2.0,1.0,35.0,2.0
439,Ananth Nagar,960.0,2.0,3.0,37.0,2.0
440,Ananth Nagar,500.0,1.0,1.0,14.0,1.0
441,Ananth Nagar,1000.0,2.0,1.0,29.7,2.0
442,Ananth Nagar,850.0,2.0,1.0,25.99,2.0
443,Ananth Nagar,902.0,2.0,1.0,25.26,2.0
444,Ananth Nagar,1470.0,3.0,2.0,54.0,3.0
445,Ananth Nagar,810.0,2.0,1.0,25.5,2.0
446,Ananth Nagar,890.0,2.0,1.0,27.0,2.0
447,Ananth Nagar,1200.0,2.0,1.0,36.0,2.0
448,Ananth Nagar,1319.0,3.0,1.0,37.75,3.0
449,Ananth Nagar,1319.0,3.0,1.0,42.0,3.0
450,Ananth Nagar,1000.0,2.0,3.0,25.0,2.0
451,Ananth Nagar,902.0,2.0,2.0,25.0,2.0
452,Ananth Nagar,930.0,2.0,1.0,25.99,2.0
453,Ananth Nagar,1074.0,2.0,2.0,26.85,2.0
454,Ananth Nagar,500.0,1.0,1.0,14.0,1.0
455,Ananth Nagar,1010.0,2.0,2.0,38.0,2.0
456,Ananth Nagar,992.0,2.0,2.0,24.8,2.0
457,Anekal,1200.0,1.0,1.0,36.0,2.0
458,Anekal,656.0,2.0,1.0,22.0,2.0
459,Anekal,620.0,2.0,1.0,22.0,2.0
460,Anekal,600.0,1.0,1.0,16.5,1.0
461,Anekal,925.0,2.0,1.0,40.0,2.0
462,Anekal,530.0,1.0,1.0,18.0,1.0
463,Anekal,1800.0,3.0,2.0,68.0,3.0
464,Anekal,1200.0,1.0,1.0,36.0,2.0
465,Anekal,351.0,1.0,1.0,16.0,1.0
466,Anekal,1035.0,2.0,2.0,38.3,2.0
467,Anekal,888.0,2.0,1.0,34.0,2.0
468,Anekal,1200.0,2.0,1.0,36.1,2.0
469,Anekal,700.0,1.0,0.0,19.4,2.0
470,Anekal,1200.0,1.0,1.0,36.0,2.0
471,Anekal,1200.0,2.0,1.0,36.0,4.0
472,Anekal,766.0,2.0,2.0,28.0,2.0
473,Anekal,967.0,2.0,1.0,45.0,3.0
474,Anekal,620.0,1.0,1.0,23.5,2.0
475,Anekal,1150.0,3.0,2.0,45.0,3.0
476,Anekal,1200.0,1.0,1.0,36.0,2.0
477,Anekal,1200.0,1.0,1.0,36.0,2.0
478,Anekal,400.0,1.0,1.0,11.5,1.0
479,Anekal,456.0,1.0,1.0,15.0,1.0
480,Anekal,1200.0,1.0,1.0,36.0,2.0
481,Anekal,1200.0,1.0,1.0,36.0,2.0
482,Anekal,2400.0,4.0,0.0,95.0,3.0
483,Anekal,1200.0,2.0,1.0,36.1,2.0
484,Anekal,1200.0,2.0,1.0,36.1,2.0
485,Anekal,680.0,1.0,1.0,21.0,2.0
486,Anekal,420.0,1.0,1.0,12.5,1.0
487,Anekal,614.0,1.0,1.0,28.0,2.0
488,Anekal,1140.0,2.0,2.0,52.0,2.0
489,Anekal,625.0,1.0,1.0,25.0,2.0
490,Anjanapura,1850.0,4.0,2.0,86.0,4.0
491,Anjanapura,1070.0,2.0,2.0,39.0,2.0
492,Anjanapura,1500.0,3.0,1.0,121.0,3.0
493,Anjanapura,1070.0,2.0,2.0,37.0,2.0
494,Anjanapura,950.0,2.0,1.0,40.0,2.0
495,Anjanapura,1280.0,2.0,2.0,45.0,3.0
496,Anjanapura,710.0,2.0,0.0,25.0,2.0
497,Anjanapura,1347.0,2.0,1.0,37.72,3.0
498,Anjanapura,950.0,2.0,0.0,32.0,2.0
499,Anjanapura,1800.0,4.0,2.0,55.0,4.0
500,Anjanapura,1843.0,3.0,1.0,87.54,3.0
501,Anjanapura,1076.0,2.0,1.0,30.13,2.0
502,Anjanapura,950.0,2.0,0.0,30.0,2.0
503,Ardendale,1750.0,3.0,2.0,100.0,3.0
504,Ardendale,3198.0,4.0,3.0,200.0,4.0
505,Ardendale,2422.0,4.0,2.0,160.0,4.0
506,Ardendale,1750.0,3.0,3.0,100.0,3.0
507,Ardendale,3200.0,4.0,1.0,205.0,4.0
508,Ardendale,1728.0,3.0,2.0,95.0,3.0
509,Ardendale,2062.0,3.0,2.0,140.0,4.0
510,Ardendale,1732.46,3.0,2.0,92.0,3.0
511,Ardendale,2062.0,3.0,2.0,150.0,4.0
512,Ardendale,2800.0,4.0,2.0,140.0,4.0
513,Ardendale,1224.0,2.0,2.0,70.0,2.0
514,Ardendale,1777.26,3.0,2.0,105.0,3.0
515,Ardendale,1650.0,3.0,3.0,82.0,3.0
516,Ardendale,2062.0,3.0,2.0,140.0,4.0
517,Ardendale,1650.0,3.0,3.0,82.0,3.0
518,Ardendale,1224.0,2.0,2.0,67.0,2.0
519,Ardendale,1723.0,3.0,2.0,95.0,3.0
520,Ardendale,1777.26,3.0,2.0,89.0,3.0
521,Ardendale,1777.26,3.0,2.0,92.0,3.0
522,Arekere,2060.0,3.0,2.0,140.0,3.0
523,Arekere,920.0,2.0,1.0,40.0,2.0
524,Arekere,1740.0,2.0,2.0,95.0,3.0
525,Arekere,1190.0,2.0,2.0,55.0,2.0
526,Arekere,600.0,1.0,1.0,28.0,1.0
527,Arekere,2072.0,3.0,2.0,108.0,3.0
528,Arekere,1100.0,2.0,2.0,55.0,2.0
529,Arekere,900.0,2.0,3.0,50.0,2.0
530,Arekere,2710.0,6.0,2.0,142.0,4.0
531,Arekere,1240.0,2.0,2.0,60.0,2.0
532,Arekere,900.0,2.0,1.0,44.5,2.0
533,Attibele,450.0,1.0,1.0,11.0,1.0
534,Attibele,1600.0,4.0,0.0,52.8,4.0
535,Attibele,656.0,2.0,1.0,25.0,2.0
536,Attibele,400.0,1.0,1.0,11.0,1.0
537,Attibele,400.0,1.0,1.0,12.0,1.0
538,Attibele,400.0,1.0,1.0,14.0,1.0
539,Attibele,500.0,1.0,1.0,17.0,1.0
540,Attibele,2168.0,4.0,2.0,95.0,4.0
541,Attibele,395.0,1.0,1.0,10.25,1.0
542,Attibele,420.0,1.0,1.0,17.0,1.0
543,Attibele,1639.0,2.0,1.0,40.98,3.0
544,Attibele,418.0,1.0,1.0,12.0,1.0
545,Attibele,1200.0,2.0,2.0,42.0,2.0
546,Attibele,400.0,1.0,1.0,10.0,1.0
547,Attibele,695.0,1.0,1.0,25.0,2.0
548,Attibele,850.0,1.0,1.0,25.0,2.0
549,Attibele,2400.0,3.0,3.0,120.0,3.0
550,Attibele,450.0,1.0,1.0,12.5,1.0
551,Attibele,995.0,1.0,1.0,24.88,2.0
552,Attibele,900.0,1.0,1.0,25.0,2.0
553,Attibele,1174.0,2.0,1.0,29.35,2.0
554,Attibele,782.0,1.0,0.0,19.55,1.0
555,Attibele,1175.0,2.0,1.0,29.38,2.0
556,Attibele,656.0,2.0,1.0,25.0,2.0
557,Attibele,400.0,1.0,1.0,11.5,1.0
558,Attibele,460.0,1.0,1.0,13.0,1.0
559,Attibele,418.0,2.0,1.0,11.5,1.0
560,Attibele,1000.0,2.0,1.0,42.0,2.0
561,Attibele,550.0,1.0,1.0,11.5,1.0
562,Attibele,996.0,2.0,1.0,24.9,2.0
563,Attibele,410.0,1.0,1.0,10.0,1.0
564,Attibele,1700.0,3.0,1.0,65.0,3.0
565,Attibele,400.0,1.0,1.0,10.25,1.0
566,Attibele,656.0,2.0,1.0,25.0,2.0
567,Attibele,1500.0,3.0,2.0,90.0,3.0
568,Attibele,520.0,1.0,1.0,15.0,1.0
569,BEML Layout,1060.0,2.0,1.0,55.0,2.0
570,BEML Layout,2000.0,3.0,2.0,85.0,3.0
571,BEML Layout,999.0,2.0,3.0,45.0,2.0
572,BEML Layout,2400.0,4.0,1.0,225.0,5.0
573,BEML Layout,2000.0,2.0,2.0,85.0,3.0
574,BEML Layout,1194.0,2.0,1.0,65.0,2.0
575,BEML Layout,1200.0,2.0,2.0,67.0,2.0
576,BEML Layout,2400.0,2.0,1.0,228.0,2.0
577,BEML Layout,2000.0,3.0,2.0,85.0,3.0
578,BEML Layout,2000.0,3.0,2.0,85.0,3.0
579,BEML Layout,1194.0,2.0,1.0,65.0,2.0
580,BTM 2nd Stage,1260.0,5.0,1.0,185.0,3.0
581,BTM 2nd Stage,950.0,2.0,1.0,52.0,2.0
582,BTM 2nd Stage,1850.0,3.0,2.0,170.0,3.0
583,BTM 2nd Stage,1200.0,2.0,2.0,80.0,2.0
584,BTM 2nd Stage,1274.0,2.0,2.0,70.0,2.0
585,BTM 2nd Stage,1250.0,3.0,1.0,50.0,3.0
586,BTM 2nd Stage,1070.0,2.0,1.0,48.0,2.0
587,BTM 2nd Stage,1280.0,2.0,2.0,80.0,2.0
588,BTM 2nd Stage,1100.0,2.0,2.0,70.0,2.0
589,BTM 2nd Stage,1000.0,2.0,2.0,58.0,2.0
590,BTM 2nd Stage,2990.0,5.0,3.0,416.0,5.0
591,BTM 2nd Stage,1265.0,2.0,2.0,55.0,2.0
592,BTM 2nd Stage,2200.0,3.0,3.0,220.0,3.0
593,BTM 2nd Stage,2780.0,4.0,1.0,325.0,3.0
594,BTM 2nd Stage,2400.0,2.0,0.0,360.0,3.0
595,BTM 2nd Stage,965.0,2.0,2.0,56.0,2.0
596,BTM 2nd Stage,1147.0,2.0,1.0,75.0,2.0
597,BTM 2nd Stage,1750.0,3.0,3.0,172.0,3.0
598,BTM 2nd Stage,1400.0,2.0,3.0,90.0,2.0
599,BTM 2nd Stage,1200.0,2.0,2.0,70.0,2.0
600,BTM 2nd Stage,1100.0,2.0,2.0,47.0,2.0
601,BTM 2nd Stage,930.0,2.0,2.0,46.0,2.0
602,BTM 2nd Stage,1265.0,2.0,3.0,55.0,3.0
603,BTM 2nd Stage,2500.0,3.0,2.0,345.0,3.0
604,BTM Layout,1150.0,2.0,2.0,63.0,2.0
605,BTM Layout,3300.0,6.0,3.0,165.0,6.0
606,BTM Layout,1450.0,2.0,2.0,81.0,3.0
607,BTM Layout,1776.0,2.0,3.0,75.0,3.0
608,BTM Layout,1458.0,3.0,2.0,79.0,3.0
609,BTM Layout,935.0,2.0,1.0,51.5,2.0
610,BTM Layout,1020.0,2.0,1.0,46.5,2.0
611,BTM Layout,1600.0,3.0,2.0,112.0,3.0
612,BTM Layout,1300.0,2.0,1.0,75.0,3.0
613,BTM Layout,1540.0,2.0,2.0,78.0,3.0
614,BTM Layout,450.0,1.0,1.0,20.0,1.0
615,BTM Layout,1196.0,2.0,2.0,56.81,2.0
616,BTM Layout,1470.0,2.0,2.0,99.0,3.0
617,Babusapalaya,1358.0,2.0,1.0,43.4,3.0
618,Babusapalaya,1213.0,2.0,2.0,41.39,3.0
619,Babusapalaya,1611.0,2.0,2.0,66.0,3.0
620,Babusapalaya,1167.0,2.0,2.0,39.98,3.0
621,Babusapalaya,1675.0,3.0,3.0,75.0,3.0
622,Babusapalaya,1141.0,2.0,1.0,46.0,2.0
623,Babusapalaya,1500.0,2.0,2.0,57.0,2.0
624,Babusapalaya,1453.0,2.0,2.0,43.59,3.0
625,Babusapalaya,1050.0,2.0,3.0,45.0,2.0
626,Babusapalaya,1141.0,2.0,1.0,45.9,2.0
627,Babusapalaya,1358.0,2.0,1.0,43.1,3.0
628,Babusapalaya,1230.0,3.0,3.0,53.0,3.0
629,Babusapalaya,1105.0,2.0,1.0,40.0,2.0
630,Babusapalaya,1410.0,2.0,3.0,65.0,3.0
631,Babusapalaya,1450.0,2.0,1.0,55.99,2.0
632,Babusapalaya,1100.0,2.0,2.0,38.0,2.0
633,Babusapalaya,1213.0,2.0,1.0,36.37,3.0
634,Babusapalaya,1061.0,2.0,1.0,33.84,2.0
635,Babusapalaya,1061.0,2.0,1.0,38.95,2.0
636,Babusapalaya,1061.0,2.0,1.0,34.0,2.0
637,Babusapalaya,1245.0,2.0,2.0,58.0,2.0
638,Badavala Nagar,1494.0,2.0,2.0,94.55,3.0
639,Badavala Nagar,1274.0,2.0,1.0,81.0,2.0
640,Badavala Nagar,1842.0,3.0,2.0,115.0,3.0
641,Badavala Nagar,1494.0,2.0,2.0,94.55,3.0
642,Badavala Nagar,1274.0,2.0,1.0,81.0,2.0
643,Badavala Nagar,1494.0,2.0,2.0,94.55,3.0
644,Badavala Nagar,1842.0,3.0,2.0,115.0,3.0
645,Badavala Nagar,1842.0,3.0,2.0,115.0,3.0
646,Badavala Nagar,1842.0,3.0,2.0,115.0,3.0
647,Balagere,1210.0,2.0,1.0,80.9,2.0
648,Balagere,1210.0,2.0,1.0,72.0,2.0
649,Balagere,1205.0,2.0,1.0,78.5,2.0
650,Balagere,790.5,1.0,0.0,41.9,1.0
651,Balagere,1145.0,2.0,2.0,65.0,2.0
652,Balagere,1012.0,2.0,1.0,54.59,2.0
653,Balagere,1020.07,2.0,1.0,68.38,2.0
654,Balagere,1205.47,2.0,1.0,81.0,2.0
655,Balagere,1007.0,2.0,1.0,65.0,2.0
656,Balagere,1205.0,2.0,1.0,70.0,2.0
657,Balagere,1210.0,2.0,1.0,74.0,2.0
658,Balagere,1210.0,2.0,1.0,83.0,2.0
659,Balagere,675.0,1.0,1.0,45.0,1.0
660,Balagere,656.0,1.0,1.0,43.0,1.0
661,Balagere,1012.0,2.0,1.0,54.59,2.0
662,Balagere,1012.0,2.0,1.0,64.0,2.0
663,Balagere,1007.0,2.0,1.0,62.0,2.0
664,Balagere,1007.0,2.0,1.0,67.0,2.0
665,Balagere,1007.0,2.0,1.0,66.0,2.0
666,Balagere,1205.0,2.0,1.0,63.86,2.0
667,Balagere,1012.0,2.0,1.0,53.58,2.0
668,Balagere,645.0,1.0,1.0,34.18,1.0
669,Balagere,1007.0,2.0,1.0,53.0,2.0
670,Balagere,1210.0,2.0,1.0,69.0,2.0
671,Balagere,790.5,1.0,0.0,42.295,1.0
672,Balagere,1012.0,2.0,1.0,65.0,2.0
673,Balagere,656.0,1.0,1.0,38.77,1.0
674,Balagere,645.0,1.0,1.0,39.0,1.0
675,Balagere,645.0,1.0,1.0,41.0,1.0
676,Balagere,1210.0,2.0,1.0,82.0,2.0
677,Balagere,656.0,1.0,1.0,34.77,1.0
678,Balagere,1205.0,2.0,1.0,73.87,2.0
679,Balagere,1012.0,2.0,1.0,70.0,2.0
680,Balagere,1007.0,2.0,1.0,68.0,2.0
681,Balagere,1205.0,2.0,1.0,67.0,2.0
682,Balagere,1205.0,2.0,1.0,79.0,2.0
683,Balagere,1012.0,2.0,1.0,68.0,2.0
684,Banashankari,1200.0,2.0,2.0,42.0,3.0
685,Banashankari,1077.0,2.0,2.0,37.64,2.0
686,Banashankari,1470.0,2.0,1.0,88.64,3.0
687,Banashankari,1300.0,2.0,2.0,75.0,3.0
688,Banashankari,1800.0,3.0,2.0,115.0,3.0
689,Banashankari,1125.0,2.0,1.0,63.0,2.0
690,Banashankari,1340.0,2.0,3.0,53.6,3.0
691,Banashankari,1310.0,2.0,2.0,80.0,2.0
692,Banashankari,2600.0,4.0,1.0,135.0,3.0
693,Banashankari,1900.0,2.0,1.0,170.0,3.0
694,Banashankari,1260.0,2.0,3.0,75.0,2.0
695,Banashankari,1170.0,2.0,2.0,46.79,2.0
696,Banashankari,2500.0,4.0,3.0,95.0,4.0
697,Banashankari,1350.0,2.0,0.0,83.0,3.0
698,Banashankari,1425.0,3.0,3.0,49.88,3.0
699,Banashankari,1330.0,2.0,1.0,78.0,2.0
700,Banashankari,1400.0,2.0,1.0,78.0,3.0
701,Banashankari,1700.0,3.0,2.0,125.0,3.0
702,Banashankari,1020.0,2.0,2.0,40.79,2.0
703,Banashankari,1600.0,2.0,1.0,63.98,2.0
704,Banashankari,1041.0,2.0,1.0,36.44,2.0
705,Banashankari,2400.0,1.0,1.0,200.0,1.0
706,Banashankari,1390.0,2.0,2.0,86.0,2.0
707,Banashankari,1460.0,2.0,3.0,70.0,2.0
708,Banashankari,1200.0,2.0,1.0,60.0,2.0
709,Banashankari,1290.0,2.0,2.0,80.0,2.0
710,Banashankari,2582.0,5.0,2.0,250.0,3.0
711,Banashankari,1186.0,2.0,3.0,65.0,2.0
712,Banashankari,1650.0,3.0,2.0,101.0,3.0
713,Banashankari,1300.0,2.0,2.0,55.0,3.0
714,Banashankari,1181.0,2.0,1.0,75.0,2.0
715,Banashankari,1105.0,2.0,2.0,90.0,2.0
716,Banashankari,720.0,1.0,1.0,60.0,1.0
717,Banashankari,1040.0,2.0,3.0,45.0,2.0
718,Banashankari,1330.0,2.0,2.0,77.0,2.0
719,Banashankari,1200.0,2.0,3.0,49.0,2.0
720,Banashankari,1185.0,2.0,2.0,67.0,2.0
721,Banashankari,1000.0,2.0,1.0,50.0,2.0
722,Banashankari,1650.0,3.0,2.0,90.75,3.0
723,Banashankari,1650.0,3.0,2.0,101.0,3.0
724,Banashankari,1310.0,2.0,2.0,80.43,2.0
725,Banashankari,600.0,1.0,0.0,27.0,2.0
726,Banashankari,1430.0,2.0,2.0,87.8,2.0
727,Banashankari,1020.0,2.0,1.0,42.83,2.0
728,Banashankari,1372.0,2.0,2.0,48.02,3.0
729,Banashankari,1540.0,3.0,3.0,80.0,3.0
730,Banashankari,1195.0,2.0,1.0,35.84,2.0
731,Banashankari,1683.0,3.0,2.0,115.0,3.0
732,Banashankari,1800.0,3.0,2.0,125.0,3.0
733,Banashankari,1175.0,2.0,1.0,41.13,2.0
734,Banashankari,1750.0,2.0,2.0,89.0,3.0
735,Banashankari,1800.0,3.0,2.0,175.0,3.0
736,Banashankari,1450.0,2.0,2.0,50.75,2.0
737,Banashankari,1770.0,3.0,3.0,108.0,3.0
738,Banashankari,1800.0,3.0,2.0,125.0,3.0
739,Banashankari,1200.0,2.0,2.0,42.0,3.0
740,Banashankari,1420.0,3.0,1.0,66.0,3.0
741,Banashankari,1200.0,3.0,2.0,74.52,3.0
742,Banashankari,1100.0,2.0,1.0,63.0,2.0
743,Banashankari,1020.0,2.0,2.0,40.79,2.0
744,Banashankari,1260.0,2.0,3.0,75.0,2.0
745,Banashankari,1340.0,2.0,2.0,53.6,3.0
746,Banashankari,1426.0,3.0,2.0,85.0,3.0
747,Banashankari Stage II,1700.0,2.0,2.0,150.0,2.0
748,Banashankari Stage II,1200.0,2.0,1.0,150.0,4.0
749,Banashankari Stage II,1500.0,2.0,1.0,120.0,3.0
750,Banashankari Stage II,2400.0,3.0,2.0,510.0,5.0
751,Banashankari Stage II,1240.0,2.0,2.0,59.52,3.0
752,Banashankari Stage II,1250.0,2.0,2.0,110.0,2.0
753,Banashankari Stage II,1260.0,2.0,1.0,95.0,3.0
754,Banashankari Stage II,2400.0,2.0,2.0,300.0,3.0
755,Banashankari Stage II,1400.0,2.0,1.0,100.0,2.0
756,Banashankari Stage II,2800.0,3.0,2.0,425.0,5.0
757,Banashankari Stage II,3000.0,3.0,2.0,450.0,3.0
758,Banashankari Stage II,1200.0,2.0,1.0,198.0,3.0
759,Banashankari Stage II,1245.0,2.0,1.0,125.0,2.0
760,Banashankari Stage III,1305.0,2.0,1.0,58.7,3.0
761,Banashankari Stage III,1145.0,2.0,3.0,58.4,2.0
762,Banashankari Stage III,1650.0,3.0,2.0,118.0,3.0
763,Banashankari Stage III,2400.0,4.0,1.0,240.0,4.0
764,Banashankari Stage III,1350.0,2.0,2.0,68.0,3.0
765,Banashankari Stage III,2000.0,4.0,0.0,100.0,4.0
766,Banashankari Stage III,1305.0,2.0,1.0,59.0,3.0
767,Banashankari Stage III,1305.0,2.0,1.0,60.0,3.0
768,Banashankari Stage III,1200.0,2.0,0.0,42.0,2.0
769,Banashankari Stage III,1305.0,2.0,1.0,59.0,3.0
770,Banashankari Stage III,1480.0,3.0,1.0,75.48,3.0
771,Banashankari Stage III,1305.0,2.0,1.0,59.0,3.0
772,Banashankari Stage III,1304.0,2.0,0.0,111.0,2.0
773,Banashankari Stage III,3000.0,6.0,2.0,150.0,6.0
774,Banashankari Stage III,1085.0,2.0,1.0,50.0,2.0
775,Banashankari Stage III,1500.0,2.0,2.0,100.0,3.0
776,Banashankari Stage III,2100.0,3.0,1.0,147.0,4.0
777,Banashankari Stage III,1420.0,2.0,2.0,95.0,3.0
778,Banashankari Stage V,1300.0,2.0,1.0,58.5,3.0
779,Banashankari Stage V,1305.0,2.0,2.0,49.0,3.0
780,Banashankari Stage V,1035.0,2.0,2.0,35.77,2.0
781,Banashankari Stage V,1355.0,2.0,1.0,61.0,3.0
782,Banashankari Stage V,1510.0,3.0,3.0,47.57,3.0
783,Banashankari Stage V,1650.0,3.0,2.0,51.98,3.0
784,Banashankari Stage V,1630.0,3.0,2.0,51.35,3.0
785,Banashankari Stage V,1510.0,3.0,3.0,47.57,3.0
786,Banashankari Stage V,1315.0,2.0,2.0,49.0,3.0
787,Banashankari Stage V,1540.0,3.0,2.0,48.51,3.0
788,Banashankari Stage V,920.0,2.0,1.0,41.5,2.0
789,Banashankari Stage VI,1177.5,2.0,0.0,59.935,2.0
790,Banashankari Stage VI,4800.0,4.0,3.0,190.0,4.0
791,Banashankari Stage VI,2800.0,4.0,2.0,89.0,4.0
792,Banashankari Stage VI,2200.0,4.0,2.0,195.0,4.0
793,Banashankari Stage VI,1160.0,2.0,1.0,59.0,2.0
794,Banashankari Stage VI,1180.0,2.0,1.0,59.47,2.0
795,Banashankari Stage VI,1423.0,2.0,1.0,71.73,3.0
796,Banashankari Stage VI,1392.0,3.0,1.0,69.46,3.0
797,Banashankari Stage VI,1410.5,2.0,0.0,70.385,3.0
798,Banashankari Stage VI,4800.0,3.0,2.0,200.0,4.0
799,Banaswadi,1184.0,2.0,3.0,53.0,2.0
800,Banaswadi,1145.0,2.0,2.0,55.0,2.0
801,Banaswadi,1250.0,2.0,0.0,60.0,2.0
802,Banaswadi,1365.0,2.0,2.0,73.0,2.0
803,Banaswadi,1903.0,6.0,2.0,140.0,5.0
804,Banaswadi,1222.0,2.0,2.0,80.0,2.0
805,Banaswadi,870.0,2.0,2.0,38.0,2.0
806,Banaswadi,1200.0,2.0,3.0,60.0,2.0
807,Banaswadi,1600.0,3.0,2.0,74.5,3.0
808,Banaswadi,527.0,1.0,0.0,35.0,1.0
809,Banaswadi,1340.0,2.0,2.0,73.0,2.0
810,Banaswadi,1008.0,2.0,2.0,52.0,2.0
811,Banaswadi,1105.0,2.0,2.0,57.0,2.0
812,Banjara Layout,1200.0,2.0,2.0,70.0,2.0
813,Banjara Layout,1050.0,2.0,1.0,64.8,2.0
814,Banjara Layout,753.0,3.0,3.0,59.5,2.0
815,Banjara Layout,2500.0,4.0,0.0,140.0,3.0
816,Bannerghatta,3012.0,6.0,2.0,250.0,4.0
817,Bannerghatta,1665.0,3.0,3.0,110.0,3.0
818,Bannerghatta,2370.0,4.0,2.0,195.0,3.0
819,Bannerghatta,1100.0,2.0,1.0,66.0,2.0
820,Bannerghatta,2895.5,2.0,2.0,246.0,4.0
821,Bannerghatta,1113.0,2.0,1.0,70.0,2.0
822,Bannerghatta,1200.0,2.0,2.0,73.2,2.0
823,Bannerghatta,1070.0,2.0,1.0,87.0,2.0
824,Bannerghatta,1776.0,3.0,2.0,124.0,3.0
825,Bannerghatta,1776.0,3.0,2.0,150.0,3.0
826,Bannerghatta Road,500.0,1.0,1.0,18.5,1.0
827,Bannerghatta Road,1050.0,2.0,1.0,65.0,2.0
828,Bannerghatta Road,1170.0,2.0,1.0,66.0,3.0
829,Bannerghatta Road,595.0,1.0,1.0,33.32,1.0
830,Bannerghatta Road,1445.0,3.0,2.0,95.0,3.0
831,Bannerghatta Road,1640.0,2.0,1.0,120.0,3.0
832,Bannerghatta Road,1380.0,3.0,0.0,58.0,4.0
833,Bannerghatta Road,1460.0,2.0,1.0,90.0,3.0
834,Bannerghatta Road,1556.0,2.0,1.0,59.13,3.0
835,Bannerghatta Road,1179.0,2.0,1.0,66.02,2.0
836,Bannerghatta Road,1122.5,2.0,0.0,58.935,2.0
837,Bannerghatta Road,793.0,2.0,1.0,45.0,2.0
838,Bannerghatta Road,1484.0,3.0,2.0,52.5,3.0
839,Bannerghatta Road,1400.0,2.0,2.0,78.0,2.0
840,Bannerghatta Road,2700.0,5.0,0.0,158.0,5.0
841,Bannerghatta Road,1215.0,2.0,0.0,50.0,2.0
842,Bannerghatta Road,1654.0,3.0,2.0,100.0,3.0
843,Bannerghatta Road,1181.0,2.0,0.0,55.0,2.0
844,Bannerghatta Road,1460.0,2.0,2.0,72.0,3.0
845,Bannerghatta Road,1200.0,2.0,2.0,75.0,2.0
846,Bannerghatta Road,1760.0,3.0,2.0,67.0,3.0
847,Bannerghatta Road,595.0,1.0,1.0,31.83,1.0
848,Bannerghatta Road,1105.0,2.0,1.0,51.0,2.0
849,Bannerghatta Road,1255.0,2.0,2.0,65.26,2.0
850,Bannerghatta Road,1550.0,3.0,2.0,78.0,3.0
851,Bannerghatta Road,1550.0,3.0,2.0,82.0,3.0
852,Bannerghatta Road,1550.0,2.0,2.0,75.0,3.0
853,Bannerghatta Road,1650.0,3.0,2.0,122.0,3.0
854,Bannerghatta Road,912.0,2.0,1.0,55.0,2.0
855,Bannerghatta Road,1218.0,2.0,1.0,73.0,2.0
856,Bannerghatta Road,1427.0,2.0,2.0,48.51,3.0
857,Bannerghatta Road,1115.0,2.0,1.0,65.12,2.0
858,Bannerghatta Road,1344.0,2.0,1.0,42.0,3.0
859,Bannerghatta Road,1893.0,3.0,2.0,100.0,3.0
860,Bannerghatta Road,1600.0,3.0,2.0,95.0,3.0
861,Bannerghatta Road,1275.0,2.0,2.0,65.0,2.0
862,Bannerghatta Road,892.0,2.0,1.0,39.0,2.0
863,Bannerghatta Road,1880.0,3.0,2.0,95.0,3.0
864,Bannerghatta Road,1260.0,2.0,2.0,70.0,2.0
865,Bannerghatta Road,1788.0,3.0,2.0,90.0,3.0
866,Bannerghatta Road,1157.0,2.0,0.0,40.0,2.0
867,Bannerghatta Road,1150.0,2.0,2.0,65.0,2.0
868,Bannerghatta Road,10000.0,4.0,0.0,450.0,4.0
869,Bannerghatta Road,1100.0,2.0,0.0,39.0,2.0
870,Bannerghatta Road,1400.0,3.0,2.0,68.0,3.0
871,Bannerghatta Road,1725.0,3.0,2.0,110.0,3.0
872,Bannerghatta Road,1850.0,6.0,3.0,150.0,6.0
873,Bannerghatta Road,9000.0,4.0,1.0,390.0,3.0
874,Bannerghatta Road,950.0,2.0,0.0,38.0,2.0
